Fact,Category
The longest bridge is the Danyang–Kunshan Grand Bridge in China (102 miles).,General - Records & Achievements
"The deepest ocean trench is the Mariana Trench (36,070 ft).",General - Records & Achievements
"The highest mountain is Mount Everest (29,032 ft).",General - Records & Achievements
The largest desert is Antarctica by area.,General - Records & Achievements
The driest place is the Atacama Desert.,General - Records & Achievements
"The wettest place is Mawsynram, India.",General - Records & Achievements
The coldest recorded temperature was –128.6°F in Antarctica.,General - Records & Achievements
The hottest recorded temperature was 134°F in Death Valley.,General - Records & Achievements
"The longest river is the Nile (about 4,135 miles).",General - Records & Achievements
The Amazon River carries the most water.,General - Records & Achievements
The largest lake is the Caspian Sea.,General - Records & Achievements
The deepest lake is Lake Baikal.,General - Records & Achievements
The largest island is Greenland.,General - Records & Achievements
The most populous country is India (1.4 billion).,General - Records & Achievements
The smallest country is Vatican City.,General - Records & Achievements
The largest country is Russia.,General - Records & Achievements
The largest democracy is India.,General - Records & Achievements
The longest reigning monarch was Louis XIV of France (72 years).,General - Records & Achievements
The longest-serving British monarch was Queen Elizabeth II.,General - Records & Achievements
The most decorated Olympian female is Larisa Latynina (18 medals).,General - Records & Achievements
The youngest Nobel Prize winner is Malala Yousafzai.,General - Records & Achievements
The first Nobel Prizes were awarded in 1901.,General - Records & Achievements
Albert Einstein won the Nobel Prize in Physics in 1921.,General - Records & Achievements
Marie Curie is the only person to win Nobel Prizes in two sciences.,General - Records & Achievements
The fastest human-made object is the Parker Solar Probe.,General - Records & Achievements
The first human in space was Yuri Gagarin (1961).,General - Records & Achievements
The first person on the Moon was Neil Armstrong (1969).,General - Records & Achievements
The longest time in space by a human is 437 days (Valeri Polyakov).,General - Records & Achievements
The largest telescope is the Gran Telescopio Canarias.,General - Records & Achievements
The James Webb Space Telescope is the most powerful in history.,General - Records & Achievements
The oldest known tool use dates back 3.3 million years.,General - Records & Achievements
The oldest known written language is Sumerian.,General - Records & Achievements
The first printed book with movable type was the Gutenberg Bible.,General - Records & Achievements
The best-selling book is the Bible.,General - Records & Achievements
The best-selling single novel is Don Quixote.,General - Records & Achievements
The longest-running TV show is The Simpsons.,General - Records & Achievements
The longest-running radio show is the BBC’s Desert Island Discs.,General - Records & Achievements
The longest-running movie franchise is James Bond.,General - Records & Achievements
The highest-grossing film is Avatar.,General - Records & Achievements
The highest-grossing franchise is the Marvel Cinematic Universe.,General - Records & Achievements
The most expensive movie ever made was Pirates of the Caribbean: On Stranger Tides.,General - Records & Achievements
The longest song officially released lasted over 13 hours.,General - Records & Achievements
The shortest song is You Suffer by Napalm Death (1.316 seconds).,General - Records & Achievements
The loudest band recorded was Manowar at 139 dB.,General - Records & Achievements
The most Grammy Awards won is by Beyoncé.,General - Records & Achievements
The longest guitar solo lasted over 24 hours.,General - Records & Achievements
"The largest orchestra consisted of over 8,000 musicians.",General - Records & Achievements
"The largest choir had over 121,000 singers.",General - Records & Achievements
"The largest fireworks display had over 800,000 fireworks.",General - Records & Achievements
The tallest sandcastle stood over 69 feet tall.,General - Records & Achievements
The longest Lego bridge built spanned 114 feet.,General - Records & Achievements
The largest Rubik’s Cube ever built was 2.6 meters tall.,General - Records & Achievements
The fastest Rubik’s Cube solve is under 3 seconds.,General - Records & Achievements
"The most people playing chess simultaneously was 20,000.",General - Records & Achievements
"The largest video game collection contains over 20,000 titles.",General - Records & Achievements
The longest gaming marathon lasted more than 138 hours.,General - Records & Achievements
The best-selling video game is Minecraft.,General - Records & Achievements
The first video game ever created was Tennis for Two (1958).,General - Records & Achievements
The most expensive painting sold was Leonardo da Vinci’s Salvator Mundi.,General - Records & Achievements
The most expensive sculpture sold was Giacometti’s Pointing Man.,General - Records & Achievements
The largest art museum is the Louvre in Paris.,General - Records & Achievements
The most visited museum is the Louvre.,General - Records & Achievements
The longest art exhibition ran continuously for 100 days.,General - Records & Achievements
The largest sports stadium is Rungrado 1st of May Stadium in North Korea.,General - Records & Achievements
The most popular sport in the world is soccer (football).,General - Records & Achievements
The largest sports event is the FIFA World Cup.,General - Records & Achievements
The Super Bowl is the most-watched annual sporting event.,General - Records & Achievements
The fastest recorded tennis serve was 163.7 mph.,General - Records & Achievements
The fastest recorded baseball pitch was 105.8 mph.,General - Records & Achievements
The highest basketball score in a single NBA game was 370 combined points.,General - Records & Achievements
Wilt Chamberlain scored 100 points in a single NBA game.,General - Records & Achievements
The highest vertical jump recorded in the NBA was 48 inches.,General - Records & Achievements
The most Olympic medals won in gymnastics is by Simone Biles.,General - Records & Achievements
The fastest swimmer is César Cielo in the 100m freestyle.,General - Records & Achievements
"The largest marathon had over 53,000 finishers (New York).",General - Records & Achievements
The most marathon wins by a runner is over 80.,General - Records & Achievements
